
ACE v2.6 

  instance
    name:DC-midori-xor4-d1-t0-r09-v128_c22
    args:/work/19330740_290/DC-midori-xor4-d1-t0-r09-v128_c22.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19330740_290/DC-midori-xor4-d1-t0-r09-v128_c22.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:1  values:8,800  sizes:[2:4400]
  variables
    count:4,400  arrays:[]  degrees:[2:16,3:16,5:3520,6:448,42:128,47:128,78:128,257:16]
  constraints
    count:12,067  specific:12,067  postponable:2  arities:[2:144,3:4544,4:6848,8:528,32:1,144:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[STR0a-Table:12064,SumSimpleGE:1]
    tables:[2:144,5:4544,12:6848,52:528]  tuples:132,640
    extStructures:(12064,shared:0)
    wck:1.08  cpu:1.464  mem:704M643
  objective
    way:min  type:SumSimpleLE  arity:144  bounds:0..144

 ...Building solver

  solver
    decoder:Decoder1
    wck:1.26  cpu:1.625  mem:939M524

  preprocessing
    entailed:2  values:8,800  unsat:false
    wck:0.025  cpu:1.652  mem:939M524

  search
o 55   1.38  ham=0 (0 0)  opth=0
o 53   1.40  ham=142 (142 0)  opth=4
    run1  dpts:44..345  robin:PickOnDom-First  effs:32,655  asgs:(769,noefs=36,fails=50)  fails:50  wrgs:109  wck:0.23  ngds:7  sols:2  bound:53
    run2  dpts:113..127  robin:WdegOnDom-Last  effs:38,051  asgs:(227,noefs=67,fails=50)  fails:100  wrgs:173  wck:0.30  ngds:11  sols:2  bound:53
    run3  dpts:77..87  robin:FrbaOnDom-Rand  effs:54,042  asgs:(217,noefs=1,fails=52)  fails:152  wrgs:274  wck:0.39  ngds:16  sols:2  bound:53
    run4  dpts:44..55  robin:Wdeg-First  effs:82,665  asgs:(187,noefs=16,fails=55)  fails:207  wrgs:378  wck:0.52  ngds:20  sols:2  bound:53
    run5  dpts:400..432  robin:PickOnDom-Last  effs:87,319  asgs:(535,noefs=369,fails=57)  fails:264  wrgs:457  wck:0.57  ngds:30  sols:2  bound:53
    run6  dpts:72..83  robin:WdegOnDom-Rand  effs:104,709  asgs:(238,noefs=0,fails=60)  fails:324  wrgs:579  wck:0.67  ngds:33  sols:2  bound:53
    run7  dpts:41..69  robin:FrbaOnDom-First  effs:134,115  asgs:(209,noefs=15,fails=63)  fails:387  wrgs:690  wck:0.79  ngds:42  sols:2  bound:53
    run8  dpts:53..73  robin:Wdeg-Last  effs:143,977  asgs:(198,noefs=4,fails=67)  fails:454  wrgs:768  wck:0.87  ngds:46  sols:2  bound:53
    run9  dpts:130..141  robin:PickOnDom-Rand  effs:155,650  asgs:(315,noefs=44,fails=70)  fails:524  wrgs:895  wck:0.94  ngds:51  sols:2  bound:53
o 18   2.26  ham=2192 (2192 0)  opth=67
o 10   2.26  ham=385 (385 0)  opth=10
o 9   2.27  ham=35 (35 0)  opth=3
    run10  dpts:33..61  robin:WdegOnDom-First  effs:216,288  asgs:(261,noefs=1,fails=73)  fails:597  wrgs:1,060  wck:1.31  ngds:53  sols:5  bound:9
    run11  dpts:10..40  robin:FrbaOnDom-Last  effs:217,204  asgs:(124,noefs=18,fails=50)  fails:647  wrgs:1,115  wck:1.34  ngds:68  sols:5  bound:9
    run12  dpts:8..36  robin:Wdeg-Rand  effs:228,592  asgs:(179,noefs=1,fails=52)  fails:699  wrgs:1,229  wck:1.44  ngds:70  sols:5  bound:9
    run13  dpts:31..44  robin:PickOnDom-First  effs:290,604  asgs:(199,noefs=2,fails=55)  fails:754  wrgs:1,362  wck:1.77  ngds:72  sols:5  bound:9
 ...Starting SOS
    run14  dpts:40..60  robin:WdegOnDom-Last  effs:325,286  asgs:(244,noefs=0,fails=57)  fails:811  wrgs:1,534  wck:2.01  ngds:74  sols:5  bound:9
    run15  dpts:40..56  robin:FrbaOnDom-Rand  effs:361,879  asgs:(198,noefs=22,fails=60)  fails:871  wrgs:1,648  wck:2.22  ngds:79  sols:5  bound:9
    run16  dpts:32..46  robin:Wdeg-First  effs:413,411  asgs:(205,noefs=0,fails=63)  fails:934  wrgs:1,769  wck:2.50  ngds:86  sols:5  bound:9
    run17  dpts:26..41  robin:PickOnDom-Last  effs:453,732  asgs:(255,noefs=2,fails=67)  fails:1,001  wrgs:1,944  wck:2.77  ngds:89  sols:5  bound:9
    run18  dpts:40..59  robin:WdegOnDom-Rand  effs:538,202  asgs:(346,noefs=0,fails=70)  fails:1,071  wrgs:2,201  wck:3.38  ngds:91  sols:5  bound:9
    run19  dpts:33..57  robin:FrbaOnDom-First  effs:585,434  asgs:(267,noefs=46,fails=73)  fails:1,144  wrgs:2,380  wck:3.79  ngds:94  sols:5  bound:9
    run20  dpts:29..41  robin:Wdeg-Last  effs:637,703  asgs:(261,noefs=0,fails=77)  fails:1,221  wrgs:2,556  wck:4.12  ngds:97  sols:5  bound:9
    run21  dpts:23..38  robin:PickOnDom-Rand  effs:680,123  asgs:(250,noefs=1,fails=81)  fails:1,302  wrgs:2,728  wck:4.39  ngds:103  sols:5  bound:9
    run22  dpts:26..55  robin:WdegOnDom-First  effs:740,957  asgs:(404,noefs=0,fails=85)  fails:1,387  wrgs:3,072  wck:4.77  ngds:105  sols:5  bound:9
    run23  dpts:79..949  robin:FrbaOnDom-Last  effs:778,790  asgs:(1092,noefs=116,fails=89)  fails:1,476  wrgs:3,257  wck:5.03  ngds:110  sols:5  bound:9
    run24  dpts:25..40  robin:Wdeg-Rand  effs:833,428  asgs:(316,noefs=0,fails=94)  fails:1,570  wrgs:3,483  wck:5.42  ngds:113  sols:5  bound:9
    run25  dpts:19..38  robin:PickOnDom-First  effs:883,977  asgs:(330,noefs=2,fails=98)  fails:1,668  wrgs:3,720  wck:5.75  ngds:116  sols:5  bound:9
    run26  dpts:38..53  robin:WdegOnDom-Last  effs:979,706  asgs:(335,noefs=0,fails=103)  fails:1,771  wrgs:3,959  wck:6.51  ngds:120  sols:5  bound:9
    run27  dpts:58..112  robin:FrbaOnDom-Rand  effs:1,040,139  asgs:(397,noefs=82,fails=109)  fails:1,880  wrgs:4,207  wck:7.08  ngds:137  sols:5  bound:9
    run28  dpts:29..40  robin:Wdeg-First  effs:1,087,320  asgs:(341,noefs=0,fails=114)  fails:1,994  wrgs:4,435  wck:7.46  ngds:141  sols:5  bound:9
    run29  dpts:20..37  robin:PickOnDom-Last  effs:1,123,475  asgs:(380,noefs=1,fails=120)  fails:2,114  wrgs:4,705  wck:7.74  ngds:144  sols:5  bound:9
    run30  dpts:41..62  robin:WdegOnDom-Rand  effs:1,214,630  asgs:(501,noefs=0,fails=126)  fails:2,240  wrgs:5,084  wck:8.39  ngds:147  sols:5  bound:9
    run31  dpts:46..76  robin:FrbaOnDom-First  effs:1,271,336  asgs:(467,noefs=60,fails=132)  fails:2,372  wrgs:5,396  wck:8.75  ngds:153  sols:5  bound:9
    run32  dpts:22..37  robin:Wdeg-Last  effs:1,336,175  asgs:(466,noefs=0,fails=139)  fails:2,511  wrgs:5,728  wck:9.21  ngds:156  sols:5  bound:9
    run33  dpts:18..39  robin:PickOnDom-Rand  effs:1,393,537  asgs:(495,noefs=2,fails=146)  fails:2,657  wrgs:6,092  wck:9.69  ngds:160  sols:5  bound:9
    run34  dpts:39..58  robin:WdegOnDom-First  effs:1,516,945  asgs:(557,noefs=0,fails=153)  fails:2,810  wrgs:6,523  wck:10.7  ngds:163  sols:5  bound:9
    run35  dpts:44..62  robin:FrbaOnDom-Last  effs:1,551,721  asgs:(455,noefs=43,fails=161)  fails:2,971  wrgs:6,809  wck:11.0  ngds:170  sols:5  bound:9
    run36  dpts:24..41  robin:Wdeg-Rand  effs:1,648,697  asgs:(527,noefs=0,fails=169)  fails:3,140  wrgs:7,197  wck:11.7  ngds:174  sols:5  bound:9
    run37  dpts:18..40  robin:PickOnDom-First  effs:1,705,408  asgs:(580,noefs=1,fails=177)  fails:3,317  wrgs:7,621  wck:12.1  ngds:176  sols:5  bound:9
    run38  dpts:44..62  robin:WdegOnDom-Last  effs:1,876,239  asgs:(581,noefs=0,fails=186)  fails:3,503  wrgs:8,067  wck:13.5  ngds:178  sols:5  bound:9
    run39  dpts:48..76  robin:FrbaOnDom-Rand  effs:1,970,063  asgs:(595,noefs=65,fails=196)  fails:3,699  wrgs:8,494  wck:14.1  ngds:181  sols:5  bound:9
 ...resetting heuristics data (nValues:8,800 - nSingletons:0 - nEntailed:1)
    run40  dpts:25..44  robin:Wdeg-First  effs:2,034,907  asgs:(726,noefs=16,fails=205)  fails:3,904  wrgs:9,047  wck:14.5  ngds:185  sols:5  bound:9
    run41  dpts:21..39  robin:PickOnDom-Last  effs:2,083,665  asgs:(719,noefs=27,fails=216)  fails:4,120  wrgs:9,587  wck:14.8  ngds:187  sols:5  bound:9
    run42  dpts:20..51  robin:WdegOnDom-Rand  effs:2,161,293  asgs:(866,noefs=16,fails=226)  fails:4,346  wrgs:10,281  wck:15.3  ngds:194  sols:5  bound:9
    run43  dpts:39..64  robin:FrbaOnDom-First  effs:2,299,515  asgs:(689,noefs=31,fails=238)  fails:4,584  wrgs:10,792  wck:16.2  ngds:198  sols:5  bound:9
    run44  dpts:13..50  robin:Wdeg-Last  effs:2,409,466  asgs:(993,noefs=1,fails=250)  fails:4,834  wrgs:11,555  wck:16.9  ngds:200  sols:5  bound:9
    run45  dpts:20..49  robin:PickOnDom-Rand  effs:2,616,880  asgs:(1090,noefs=2,fails=262)  fails:5,096  wrgs:12,428  wck:18.2  ngds:204  sols:5  bound:9
    run46  dpts:35..58  robin:WdegOnDom-First  effs:2,835,114  asgs:(923,noefs=0,fails=275)  fails:5,371  wrgs:13,158  wck:19.9  ngds:207  sols:5  bound:9
    run47  dpts:38..58  robin:FrbaOnDom-Last  effs:2,961,950  asgs:(839,noefs=38,fails=289)  fails:5,660  wrgs:13,770  wck:20.9  ngds:211  sols:5  bound:9
    run48  dpts:17..40  robin:Wdeg-Rand  effs:3,058,874  asgs:(1137,noefs=0,fails=304)  fails:5,964  wrgs:14,660  wck:21.4  ngds:216  sols:5  bound:9
    run49  dpts:19..41  robin:PickOnDom-First  effs:3,215,729  asgs:(983,noefs=1,fails=319)  fails:6,283  wrgs:15,405  wck:22.4  ngds:220  sols:5  bound:9
    run50  dpts:37..62  robin:WdegOnDom-Last  effs:3,449,350  asgs:(1202,noefs=0,fails=335)  fails:6,618  wrgs:16,378  wck:24.1  ngds:225  sols:5  bound:9
    run51  dpts:34..67  robin:FrbaOnDom-Rand  effs:3,594,200  asgs:(1017,noefs=67,fails=351)  fails:6,969  wrgs:17,093  wck:25.0  ngds:233  sols:5  bound:9
    run52  dpts:15..42  robin:Wdeg-First  effs:3,808,196  asgs:(1559,noefs=2,fails=369)  fails:7,338  wrgs:18,318  wck:26.5  ngds:239  sols:5  bound:9
    run53  dpts:17..43  robin:PickOnDom-Last  effs:3,971,901  asgs:(1216,noefs=2,fails=388)  fails:7,726  wrgs:19,237  wck:27.6  ngds:243  sols:5  bound:9
    run54  dpts:38..57  robin:WdegOnDom-Rand  effs:4,255,350  asgs:(1466,noefs=0,fails=407)  fails:8,133  wrgs:20,418  wck:29.5  ngds:247  sols:5  bound:9
    run55  dpts:43..97  robin:FrbaOnDom-First  effs:4,508,812  asgs:(1098,noefs=143,fails=427)  fails:8,560  wrgs:21,189  wck:31.5  ngds:252  sols:5  bound:9
    run56  dpts:12..38  robin:Wdeg-Last  effs:4,744,028  asgs:(1929,noefs=0,fails=449)  fails:9,009  wrgs:22,797  wck:33.0  ngds:256  sols:5  bound:9
    run57  dpts:18..42  robin:PickOnDom-Rand  effs:4,931,238  asgs:(1474,noefs=0,fails=471)  fails:9,480  wrgs:23,917  wck:34.5  ngds:259  sols:5  bound:9
