c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/IHTC-i06_c25.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=2620
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=17 pruned=8891 changed_domains=1142 entailed_tables=56
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=17231872
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=2620
c 00h00m00s | stage:lower:start
c 00h00m01s | stage:lower:done ms=1645 lowered=2620 unsupported=0
c 00h00m01s | memory:rss checkpoint=after_lower bytes=83083264
c 00h00m01s | stage:post_lower:start
c 00h00m01s | stage:post_lower:done ms=177 rounds=1754 tightened=5835 removed_cls=103083 removed_lits=20295 unsat=false precise_hits=5029 precise_rounds=2 pivot_recomputes=169060 pivot_exact_attempts=105 pivot_general_attempts=168955 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=168227 pivot_general_tightened=728 setup_ms=95 loop_ms=52 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=20 sat_ms=0 precise_ms=4
c 00h00m01s | memory:rss checkpoint=after_post_lower bytes=135385088
c 00h00m01s | stage:lowered-shape int_vars=12737 bool_vars=50930 linear_atoms=203319 table_atoms=128 table_tuples=15206 table_scope=282 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=147816
c 00h00m01s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m01s | memory:rss checkpoint=before_preencode bytes=135585792
c 00h00m01s | stage:preencode(order-ge):start
c 00h00m02s | stage:preencode(order-ge):done ms=469 int_vars=31646
c 00h00m02s | memory:rss checkpoint=after_preencode bytes=165089280
c 00h00m02s | memory:guard limit_bytes=68719476736 rss_bytes=165089280 reserve_bytes=10737418240 available_bytes=57816969216 fallback=extprop
c 00h01m22s | stage:encode(order-ge-early-extprop-probe):done ms=79902 estimated_total_clauses=1387791899
c 00h01m22s | memory:rss checkpoint=before_encode bytes=163213312
c 00h01m22s | stage:encode(order-ge):start
c 00h01m22s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=547033088 interval_clauses=1000000
c 00h01m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=955330560 interval_clauses=1000000
c 00h01m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=3000000 bytes=1063948288 interval_clauses=1000000
c 00h01m23s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=4000000 bytes=1167548416 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=5000000 bytes=1266597888 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=6000000 bytes=1365651456 interval_clauses=1000000
c 00h01m24s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=7000000 bytes=1465126912 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=8000000 bytes=1570549760 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=9000000 bytes=1671364608 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=10000000 bytes=1732276224 interval_clauses=1000000
c 00h01m25s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=11000000 bytes=1784852480 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=12000000 bytes=1880875008 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=13000000 bytes=1978798080 interval_clauses=1000000
c 00h01m26s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=14000000 bytes=2079076352 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=15000000 bytes=2179014656 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=16000000 bytes=2281402368 interval_clauses=1000000
c 00h01m27s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=17000000 bytes=2383507456 interval_clauses=1000000
c 00h01m28s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=18000000 bytes=2482028544 interval_clauses=1000000
