c cmd: /host-parser-bin/kat_xcsp_31b6e7a3_scip_static /bench/competition/2022-2025/COP22to25/AircraftLanding-table-airland07_c22.xml.lzma --encoder log-scop --order-ge-table mdd-tl --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=991
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=14 pruned=1124 changed_domains=17 entailed_tables=1
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=991
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:done ms=17 lowered=991 unsupported=0
c 00h00m00s | stage:post_lower:start
c 00h00m00s | stage:post_lower:done ms=0 rounds=0 tightened=0 removed_cls=1732 removed_lits=924 unsat=false precise_hits=0 precise_rounds=0 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=0 loop_ms=0 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h00m00s | stage:lowered-shape int_vars=132 bool_vars=1892 linear_atoms=2926 table_atoms=43 table_tuples=9979 table_scope=129 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=2097
c 00h00m00s | stage:root-lp:start backend=scip-ffi
c 00h00m00s | stage:root-lp:bound backend=scip-ffi status=optimal objective_value=18400.000000000004 naive_bounds=[0,1549600] lp_bounds=[18400,1549600] improved=1 rows=2163 vars=12003 ms=289
c 00h00m00s | stage:preencode(log-scop):start
c 00h00m00s | stage:preencode(log-scop):done ms=1 int_vars=132
c 00h00m00s | stage:encode(log-scop):start
c 00h00m00s | stage:encode(log-scop):done ms=352 sat_vars=163360 sat_clauses=569004 ext_ge_specs=0 relaxed_circuits=0 log_scop_pb_constraints=375 log_scop_pb_mixed=0 log_scop_pb_bdd2=0 log_scop_pb_bdd3=375 log_scop_pb_sorter=0 log_scop_pb_dadda=0 log_scop_bdd_raw=375 log_scop_bdd_binary=0 log_scop_bdd_multibase=0
c 00h00m00s | stage:sat:init solver=CaDiCaL vars=163360 clauses=569004
c 00h00m00s | stage:sat:solve:start round=1 cegar_rounds=1 assumptions=0
c 00h00m03s | stage:sat:solve:done round=1 ms=2342 result=Sat assumptions=0
c 00h00m03s | stage:decode:start round=1 requested_int_ids=132
c 00h00m03s | stage:decode:final:start round=1 requested_int_ids=132
c 00h00m03s | stage:decode:done round=1 int_assignments=132
c 00h00m03s | stage:relaxation:done clauses_added=0 cegar_failures=0 cegar_rounds=1 cegar_added_clauses=0
c 00h00m03s | result:Sat
c 00h00m03s | objective:incumbent kind=initial value=621200 rounds=1 improvements=0
o 621200
c 00h00m03s | stage:sat:init solver=CaDiCaL vars=163360 clauses=569004
c 00h00m03s | stage:sat:solve:start round=1 cegar_rounds=2 assumptions=0
c 00h00m03s | stage:sat:solve:done round=1 ms=28 result=Sat assumptions=0
c 00h00m03s | stage:decode:start round=1 requested_int_ids=132
c 00h00m03s | stage:relaxation:done round=1 clauses_added=159748 cegar_failures=1 cegar_rounds=2 cegar_added_clauses=159748
c 00h00m03s | stage:sat:solve:start round=2 cegar_rounds=3 assumptions=0
c 00h00m03s | stage:sat:solve:done round=2 ms=535 result=Sat assumptions=0
c 00h00m03s | stage:decode:start round=2 requested_int_ids=132
c 00h00m03s | stage:decode:final:start round=2 requested_int_ids=132
c 00h00m03s | stage:decode:done round=2 int_assignments=132
c 00h00m03s | stage:relaxation:done clauses_added=0 cegar_failures=1 cegar_rounds=3 cegar_added_clauses=159748
c 00h00m03s | result:Sat
c 00h00m03s | objective:incumbent kind=improvement value=609500 rounds=2 improvements=1
o 609500
c 00h00m03s | stage:sat:init solver=CaDiCaL vars=163360 clauses=569004
c 00h00m03s | stage:sat:solve:start round=1 cegar_rounds=4 assumptions=0
c 00h00m03s | stage:sat:solve:done round=1 ms=78 result=Sat assumptions=0
c 00h00m03s | stage:decode:start round=1 requested_int_ids=132
c 00h00m03s | stage:relaxation:done round=1 clauses_added=159962 cegar_failures=2 cegar_rounds=4 cegar_added_clauses=319710
c 00h00m03s | stage:sat:solve:start round=2 cegar_rounds=5 assumptions=0
c 00h00m04s | stage:sat:solve:done round=2 ms=96 result=Sat assumptions=0
c 00h00m04s | stage:decode:start round=2 requested_int_ids=132
c 00h00m04s | stage:decode:final:start round=2 requested_int_ids=132
c 00h00m04s | stage:decode:done round=2 int_assignments=132
c 00h00m04s | stage:relaxation:done clauses_added=0 cegar_failures=2 cegar_rounds=5 cegar_added_clauses=319710
c 00h00m04s | result:Sat
