c cmd: /host-parser-bin/kat_xcsp_ee83b5a8 /bench/competition/2022-2025/COP22to25/RCPSP-j120-01-05_c22.xml.lzma --encoder portfolio --portfolio-strategy v3 --cop-pipeline guarded-basic --cop-objective-cut direct-expr --cop-objective-cut-timing incremental-hard --cop-objective-cut-backend cnf --table-encoding mdd-tl --cumulative-mode exact --cumulative-decomposition time-rd --progress --log-scop-linear-pb-backend auto --log-scop-bdd-decomposition auto --log-scop-aggregate-weighted-lits --order-ge-shorten-link-cost --direct-eq-ne-max-arity 2 --eq-ne-encoding direct --portfolio-log-scop-eq-ne-encoding ge-rewrite --cop-objective-phase objective-guided --cop-phase-saving
c version: kat-cli=0.1.0 git=unknown-clean
c run_start_local: 2026-06-02 21:00:54 +0900
c 00h00m00s | solve:start
c 00h00m00s | stage:objective-cut timing=incremental-hard backend=cnf form=direct-expr
c 00h00m00s | input: constraints=187
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=0 pruned=8703 changed_domains=121 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=69185536 rss=65.98MiB
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=187
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:progress percent=10 processed=19 total=187 lowered=19 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=20 processed=38 total=187 lowered=38 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=30 processed=57 total=187 lowered=57 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=40 processed=75 total=187 lowered=75 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=50 processed=94 total=187 lowered=94 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=60 processed=113 total=187 lowered=113 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=70 processed=131 total=187 lowered=131 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=80 processed=150 total=187 lowered=150 unsupported=0 ms=0
c 00h00m00s | stage:lower:progress percent=90 processed=169 total=187 lowered=169 unsupported=0 ms=0
c 00h00m01s | stage:lower:progress percent=100 processed=187 total=187 lowered=187 unsupported=0 ms=1067
c 00h00m01s | stage:lower:done ms=1106 lowered=187 unsupported=0
c 00h00m01s | memory:rss checkpoint=after_lower bytes=88354816 rss=84.26MiB
c 00h00m01s | stage:post_lower:start
c 00h00m01s | stage:post_lower:done ms=55 rounds=0 tightened=0 removed_cls=1377 removed_lits=1304 unsat=false precise_hits=0 precise_rounds=0 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=32 loop_ms=20 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=2 sat_ms=0 precise_ms=0
c 00h00m01s | memory:rss checkpoint=after_post_lower bytes=88571904 rss=84.47MiB
c 00h00m01s | stage:lowered-shape int_vars=122 bool_vars=70163 linear_atoms=143099 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=211885
c 00h00m01s | stage:root-lp:skip reason=disabled ms=0
c 00h00m01s | memory:rss checkpoint=before_preencode bytes=88571904 rss=84.47MiB
c 00h00m01s | stage:preencode(log-scop):start
c 00h00m01s | stage:preencode(log-scop):done ms=0 int_vars=122
c 00h00m01s | memory:rss checkpoint=after_preencode bytes=88571904 rss=84.47MiB
c 00h00m01s | memory:rss checkpoint=before_encode bytes=88571904 rss=84.47MiB
c 00h00m01s | stage:encode(log-scop):start
c 00h00m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=490241 bytes=188493824 rss=179.76MiB progress_percent=10 processed=21201 total=212006
c 00h00m01s | stage:encode(log-scop):progress percent=10 processed=21201 total=212006 sat_clauses=490241 ms=310
c 00h00m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=974294 bytes=310222848 rss=295.85MiB progress_percent=20 processed=42402 total=212006
