c cmd: /host-parser-bin/kat_xcsp_489538e3_directexpr_20260519 /bench/competition/2022-2025/COP22to25/NursingWorkload-15zones_c22.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-extprop --order-ge-extprop-min-domain-product 8196 --order-ge-extprop-shorten-strategy balanced-chunks --order-ge-extprop-shorten-max-arity 40 --order-ge-shorten-link-cost --no-root-lp-bound --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=18359
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=22 pruned=3826 changed_domains=198 entailed_tables=0
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=18359
c 00h00m00s | stage:lower:start
c 00h00m01s | stage:lower:done ms=1333 lowered=18359 unsupported=0
c 00h00m01s | stage:post_lower:start
c 00h00m01s | stage:post_lower:done ms=257 rounds=7681 tightened=7682 removed_cls=21979 removed_lits=11522 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=1513157 pivot_exact_attempts=0 pivot_general_attempts=1513157 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=1513156 pivot_general_tightened=1 setup_ms=160 loop_ms=80 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=6 sat_ms=0 precise_ms=0
c 00h00m01s | stage:lowered-shape int_vars=29576 bool_vars=14652 linear_atoms=91837 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=84510
c 00h00m01s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m01s | stage:preencode(order-ge):start
c 00h00m01s | stage:preencode(order-ge):done ms=354 int_vars=47217
c 00h00m01s | stage:encode(order-ge):start
c 00h04m29s | stage:encode(order-ge):done ms=267033 sat_vars=3883069 sat_clauses=1658609620 ext_ge_specs=0 relaxed_circuits=0
c 00h04m29s | stage:sat:init solver=CaDiCaL vars=3883069 clauses=1658609620
c 00h04m29s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=- cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h04m29s | stage:sat:solve:done round=1 ms=0 result=Unsat assumptions=0 phase_lits=0
c 00h04m29s | result:Unsat
s UNSATISFIABLE
d OPTIMAL 0
d SOURCE_CONSTRAINTS 18359
d NORMALIZED_CONSTRAINTS 18359
d LOWERED_CONSTRAINTS 18359
d UNSUPPORTED_CONSTRAINTS 0
d CIRCUIT_CEGAR_FAILURES 0
d CIRCUIT_CEGAR_ROUNDS 0
d CIRCUIT_CEGAR_ADDED_CLAUSES 0
d CUMULATIVE_CEGAR_FAILURES 0
d CUMULATIVE_CEGAR_ROUNDS 0
d CUMULATIVE_CEGAR_ADDED_CLAUSES 0
d COP_CEGAR_FAILURES 0
d COP_CEGAR_ROUNDS 1
d COP_CEGAR_ADDED_CLAUSES 0
d OBJECTIVE_ROUNDS 1
d OBJECTIVE_IMPROVEMENTS 0
d PROPAGATE_MS 22
d NORMALIZE_MS 0
d LOWER_MS 1333
d POST_LOWER_MS 257
d PREENCODE_MS 354
d ENCODE_MS 267033
d SAT_SOLVE_MS 0
d TOTAL_MS 269162
d SAT_VARS 3883069
d SAT_CLAUSES_BASE 1658609620
d SAT_CLAUSES_FINAL 1658609620
d SAT_CLAUSES_CEGAR_DELTA 0
d SAT_CONFLICTS 0
d LINEAR_INT_EQ_ARITY_STATS {"1":{"count":73260,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"}}
d LINEAR_INT_NE_ARITY_STATS {"2":{"count":18282,"max_domain_product_excluding_one_var":"59","p95_domain_product_excluding_one_var":"59"}}
d LINEAR_INT_GE_ARITY_STATS {"2":{"count":73,"max_domain_product_excluding_one_var":"95","p95_domain_product_excluding_one_var":"95"},"198":{"count":148,"max_domain_product_excluding_one_var":"340282366920938463463374607431768211455","p95_domain_product_excluding_one_var":"340282366920938463463374607431768211455"}}
d LINEAR_BOOL_MIXED_ARITY_STATS {"199":{"count":74,"max_domain_product_excluding_one_var":"340282366920938463463374607431768211455","p95_domain_product_excluding_one_var":"340282366920938463463374607431768211455"}}
d ROOT_LP_ENTERED 0
d ROOT_LP_STATUS skipped
d ROOT_LP_MS 0
d ROOT_LP_REASON --no-root-lp-bound
d PROPAGATE_PRUNED_VALUES 3826
d PROPAGATE_CHANGED_DOMAINS 198
d PROPAGATE_ENTAILED_TABLES 0
d POST_LOWER_ROUNDS 7681
d POST_LOWER_TIGHTENED_DOMAINS 7682
d POST_LOWER_REMOVED_CLAUSES 21979
d POST_LOWER_REMOVED_LITS 11522
d POST_LOWER_DETECTED_UNSAT 0
d PREENCODE_INT_VARS 47217
d ENCODE_EXTERNAL_GE_SPECS 0
d ENCODE_RELAXED_CIRCUITS 0
d CSV /bench/competition/2022-2025/COP22to25/NursingWorkload-15zones_c22.xml.lzma,unsat,18359,18359,18359,0,3883069,1658609620,269162,22,0,1333,354,267033,0,0,skipped,,,,,,0,,,,,,,,
