19875378_1|19875384|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_1.batch|19875384.batch|batch|COMPLETED|0:0|00:30:04
19875378_1.extern|19875384.extern|extern|COMPLETED|0:0|00:30:04
19875378_2|19875385|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:11
19875378_2.batch|19875385.batch|batch|COMPLETED|0:0|00:00:11
19875378_2.extern|19875385.extern|extern|COMPLETED|0:0|00:00:11
19875378_3|19875386|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:08
19875378_3.batch|19875386.batch|batch|COMPLETED|0:0|00:00:08
19875378_3.extern|19875386.extern|extern|COMPLETED|0:0|00:00:08
19875378_4|19875387|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_4.batch|19875387.batch|batch|COMPLETED|0:0|00:30:04
19875378_4.extern|19875387.extern|extern|COMPLETED|0:0|00:30:04
19875378_5|19875388|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_5.batch|19875388.batch|batch|COMPLETED|0:0|00:30:04
19875378_5.extern|19875388.extern|extern|COMPLETED|0:0|00:30:04
19875378_6|19875389|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:40
19875378_6.batch|19875389.batch|batch|OUT_OF_MEMORY|0:125|00:05:40
19875378_6.extern|19875389.extern|extern|OUT_OF_MEMORY|0:125|00:05:40
19875378_7|19875390|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:06:47
19875378_7.batch|19875390.batch|batch|COMPLETED|0:0|00:06:47
19875378_7.extern|19875390.extern|extern|COMPLETED|0:0|00:06:47
19875378_8|19875391|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:06:01
19875378_8.batch|19875391.batch|batch|COMPLETED|0:0|00:06:01
19875378_8.extern|19875391.extern|extern|COMPLETED|0:0|00:06:01
19875378_9|19875392|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:26
19875378_9.batch|19875392.batch|batch|COMPLETED|0:0|00:03:26
19875378_9.extern|19875392.extern|extern|COMPLETED|0:0|00:03:26
19875378_10|19875393|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:42
19875378_10.batch|19875393.batch|batch|COMPLETED|0:0|00:03:42
19875378_10.extern|19875393.extern|extern|COMPLETED|0:0|00:03:42
19875378_11|19875394|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:54
19875378_11.batch|19875394.batch|batch|COMPLETED|0:0|00:01:54
19875378_11.extern|19875394.extern|extern|COMPLETED|0:0|00:01:54
19875378_12|19875395|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:20
19875378_12.batch|19875395.batch|batch|COMPLETED|0:0|00:03:20
19875378_12.extern|19875395.extern|extern|COMPLETED|0:0|00:03:20
19875378_13|19875396|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:07:21
19875378_13.batch|19875396.batch|batch|COMPLETED|0:0|00:07:21
19875378_13.extern|19875396.extern|extern|COMPLETED|0:0|00:07:21
19875378_14|19875397|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:53
19875378_14.batch|19875397.batch|batch|COMPLETED|0:0|00:03:53
19875378_14.extern|19875397.extern|extern|COMPLETED|0:0|00:03:53
19875378_15|19875398|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:31
19875378_15.batch|19875398.batch|batch|COMPLETED|0:0|00:03:31
19875378_15.extern|19875398.extern|extern|COMPLETED|0:0|00:03:31
19875378_16|19875399|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:51
19875378_16.batch|19875399.batch|batch|COMPLETED|0:0|00:03:51
19875378_16.extern|19875399.extern|extern|COMPLETED|0:0|00:03:51
19875378_17|19875401|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:03:40
19875378_17.batch|19875401.batch|batch|COMPLETED|0:0|00:03:40
19875378_17.extern|19875401.extern|extern|COMPLETED|0:0|00:03:40
19875378_18|19875402|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:02:27
19875378_18.batch|19875402.batch|batch|COMPLETED|0:0|00:02:27
19875378_18.extern|19875402.extern|extern|COMPLETED|0:0|00:02:27
19875378_19|19875421|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:01:32
19875378_19.batch|19875421.batch|batch|COMPLETED|0:0|00:01:32
19875378_19.extern|19875421.extern|extern|COMPLETED|0:0|00:01:32
19875378_20|19875423|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:59
19875378_20.batch|19875423.batch|batch|COMPLETED|0:0|00:00:59
19875378_20.extern|19875423.extern|extern|COMPLETED|0:0|00:01:00
19875378_21|19875428|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:25
19875378_21.batch|19875428.batch|batch|COMPLETED|0:0|00:00:25
19875378_21.extern|19875428.extern|extern|COMPLETED|0:0|00:00:25
19875378_22|19875430|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:06:22
19875378_22.batch|19875430.batch|batch|OUT_OF_MEMORY|0:125|00:06:22
19875378_22.extern|19875430.extern|extern|OUT_OF_MEMORY|0:125|00:06:22
19875378_23|19875433|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:30
19875378_23.batch|19875433.batch|batch|OUT_OF_MEMORY|0:125|00:05:30
19875378_23.extern|19875433.extern|extern|OUT_OF_MEMORY|0:125|00:05:30
19875378_24|19875434|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_24.batch|19875434.batch|batch|COMPLETED|0:0|00:30:04
19875378_24.extern|19875434.extern|extern|COMPLETED|0:0|00:30:04
19875378_25|19875437|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:06:10
19875378_25.batch|19875437.batch|batch|OUT_OF_MEMORY|0:125|00:06:10
19875378_25.extern|19875437.extern|extern|OUT_OF_MEMORY|0:125|00:06:10
19875378_26|19875438|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:19
19875378_26.batch|19875438.batch|batch|COMPLETED|0:0|00:00:19
19875378_26.extern|19875438.extern|extern|COMPLETED|0:0|00:00:19
19875378_27|19875439|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:05:53
19875378_27.batch|19875439.batch|batch|COMPLETED|0:0|00:05:53
19875378_27.extern|19875439.extern|extern|COMPLETED|0:0|00:05:53
19875378_28|19875440|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:04
19875378_28.batch|19875440.batch|batch|COMPLETED|0:0|00:30:04
19875378_28.extern|19875440.extern|extern|COMPLETED|0:0|00:30:04
19875378_29|19875441|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:02:45
19875378_29.batch|19875441.batch|batch|OUT_OF_MEMORY|0:125|00:02:45
19875378_29.extern|19875441.extern|extern|OUT_OF_MEMORY|0:125|00:02:45
19875378_30|19875442|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:30:05
19875378_30.batch|19875442.batch|batch|COMPLETED|0:0|00:30:05
19875378_30.extern|19875442.extern|extern|COMPLETED|0:0|00:30:05
19875378_31|19875443|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:00:26
19875378_31.batch|19875443.batch|batch|COMPLETED|0:0|00:00:26
19875378_31.extern|19875443.extern|extern|COMPLETED|0:0|00:00:26
19875378_32|19875447|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:12:09
19875378_32.batch|19875447.batch|batch|COMPLETED|0:0|00:12:09
19875378_32.extern|19875447.extern|extern|COMPLETED|0:0|00:12:09
19875378_33|19875451|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|OUT_OF_MEMORY|0:125|00:05:17
19875378_33.batch|19875451.batch|batch|OUT_OF_MEMORY|0:125|00:05:17
19875378_33.extern|19875451.extern|extern|OUT_OF_MEMORY|0:125|00:05:17
19875378_34|19875454|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:13:13
19875378_34.batch|19875454.batch|batch|COMPLETED|0:0|00:13:13
19875378_34.extern|19875454.extern|extern|COMPLETED|0:0|00:13:13
19875378_35|19875455|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:13:41
19875378_35.batch|19875455.batch|batch|COMPLETED|0:0|00:13:41
19875378_35.extern|19875455.extern|extern|COMPLETED|0:0|00:13:41
19875378_36|19875456|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:02:57
19875378_36.batch|19875456.batch|batch|COMPLETED|0:0|00:02:57
19875378_36.extern|19875456.extern|extern|COMPLETED|0:0|00:02:57
19875378_37|19875459|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:10:43
19875378_37.batch|19875459.batch|batch|COMPLETED|0:0|00:10:43
19875378_37.extern|19875459.extern|extern|COMPLETED|0:0|00:10:43
19875378_38|19875465|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:04:54
19875378_38.batch|19875465.batch|batch|COMPLETED|0:0|00:04:54
19875378_38.extern|19875465.extern|extern|COMPLETED|0:0|00:04:54
19875378_39|19875468|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:05:02
19875378_39.batch|19875468.batch|batch|COMPLETED|0:0|00:05:02
19875378_39.extern|19875468.extern|extern|COMPLETED|0:0|00:05:02
19875378_40|19875469|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:04:07
19875378_40.batch|19875469.batch|batch|COMPLETED|0:0|00:04:07
19875378_40.extern|19875469.extern|extern|COMPLETED|0:0|00:04:07
19875378_41|19875470|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:04:33
19875378_41.batch|19875470.batch|batch|COMPLETED|0:0|00:04:33
19875378_41.extern|19875470.extern|extern|COMPLETED|0:0|00:04:33
19875378_42|19875471|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:10:29
19875378_42.batch|19875471.batch|batch|COMPLETED|0:0|00:10:29
19875378_42.extern|19875471.extern|extern|COMPLETED|0:0|00:10:29
19875378_43|19875474|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:11:48
19875378_43.batch|19875474.batch|batch|COMPLETED|0:0|00:11:48
19875378_43.extern|19875474.extern|extern|COMPLETED|0:0|00:11:48
19875378_44|19875479|xcsp-parse-cop-cumulative-165-order-ge-cumexact-timerd-20260526-2ccb88e9-q10672|COMPLETED|0:0|00:02:36
