c cmd: /host-parser-bin/kat_xcsp_cdc9557a_ae651e02_bba76233_csp800_20260519 /bench/competition/2022-2025/CSP22to25/RamseyPartition-equ-3-1200_c25.xml.lzma --encoder order-ge --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity all --order-ge-extprop --order-ge-extprop-min-domain-product 8196 --order-ge-extprop-shorten-strategy balanced-chunks --order-ge-extprop-shorten-max-arity 40 --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=359401
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=261 pruned=0 changed_domains=0 entailed_tables=0
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=359401
c 00h00m00s | stage:lower:start
c 00h00m27s | stage:lower:done ms=26978 lowered=359401 unsupported=0
c 00h00m27s | stage:post_lower:start
c 00h00m29s | stage:post_lower:done ms=2439 rounds=0 tightened=0 removed_cls=0 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=1338 loop_ms=737 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=13 sat_ms=0 precise_ms=36
c 00h00m30s | stage:preencode(order-ge):start
c 00h00m36s | stage:preencode(order-ge):done ms=6850 int_vars=1083093
c 00h00m36s | stage:encode(order-ge):start
c 00h00m42s | stage:encode(order-ge):done ms=5773 sat_vars=3263589 sat_clauses=7581096 ext_ge_specs=192 relaxed_circuits=0
c 00h00m42s | stage:encode(order-ge-extprop-gate):done ms=0 decision=extprop reason=selected ext_ge_specs=192 ext_clauses=7581096 plain_clauses=unknown estimated_static_clauses_saved=unknown
c 00h00m44s | stage:sat:init solver=CaDiCaL vars=3263589 clauses=7581096
c 00h00m44s | stage:sat:solve:start assumptions=0 phase_lits=0
c 00h02m03s | stage:sat:solve:done ms=78933 result=Unsat assumptions=0 phase_lits=0
c 00h02m03s | result:Unsat
s UNSATISFIABLE
d OPTIMAL 0
d SOURCE_CONSTRAINTS 359401
d NORMALIZED_CONSTRAINTS 359401
d LOWERED_CONSTRAINTS 359401
d UNSUPPORTED_CONSTRAINTS 0
d CIRCUIT_CEGAR_FAILURES 0
d CIRCUIT_CEGAR_ROUNDS 0
d CIRCUIT_CEGAR_ADDED_CLAUSES 0
d CUMULATIVE_CEGAR_FAILURES 0
d CUMULATIVE_CEGAR_ROUNDS 0
d CUMULATIVE_CEGAR_ADDED_CLAUSES 0
d COP_CEGAR_FAILURES 0
d COP_CEGAR_ROUNDS 0
d COP_CEGAR_ADDED_CLAUSES 0
d OBJECTIVE_ROUNDS 0
d OBJECTIVE_IMPROVEMENTS 0
d PROPAGATE_MS 261
d NORMALIZE_MS 0
d LOWER_MS 26978
d POST_LOWER_MS 2439
d PREENCODE_MS 6850
d ENCODE_MS 5773
d SAT_SOLVE_MS 78933
d TOTAL_MS 123827
d SAT_VARS 3263589
d SAT_CLAUSES_BASE 7581096
d SAT_CLAUSES_FINAL 7581096
d SAT_CLAUSES_CEGAR_DELTA 0
d SAT_CONFLICTS 56301
d EXTPROP_CONSTRAINTS 192
d EXTPROP_OBSERVED_VARS 7389
d EXTPROP_OBSERVED_LITS 7389
d EXTPROP_OBSERVED_LIT_OCCURRENCES 21792
d EXTPROP_CALLBACK_CALLS 4295730
d EXTPROP_CALLBACK_NS 0
d EXTPROP_NOTIFY_ASSIGNMENT_CALLS 743449
d EXTPROP_NOTIFY_ASSIGNMENT_NS 0
d EXTPROP_NOTIFY_ASSIGNMENT_LITS 1507448
d EXTPROP_NOTIFY_NEW_DECISION_LEVEL_CALLS 1416075
d EXTPROP_NOTIFY_NEW_DECISION_LEVEL_NS 0
d EXTPROP_NOTIFY_BACKTRACK_CALLS 60431
d EXTPROP_NOTIFY_BACKTRACK_NS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_CALLS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_NS 0
d EXTPROP_CB_CHECK_FOUND_MODEL_REJECTS 0
d EXTPROP_CB_DECIDE_CALLS 0
d EXTPROP_CB_DECIDE_NS 0
d EXTPROP_CB_PROPAGATE_CALLS 639491
d EXTPROP_CB_PROPAGATE_NS 0
d EXTPROP_PROPAGATED_LITS 544745
d EXTPROP_CB_ADD_REASON_CLAUSE_LIT_CALLS 18292
