c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memoryguard_20260521 /bench/competition/2022-2025/COP22to25/NursingWorkload-2zones4_c22.xml.lzma --encoder order-ge --order-ge-eq-ne direct-order --order-ge-table mdd-tl --memory-guard-gib 64 --memory-guard-fallback extprop --cop-pipeline guarded-basic --cop-objective-cut direct-expr --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=209
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=0 pruned=46 changed_domains=16 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=1875968
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=209
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:done ms=5 lowered=209 unsupported=0
c 00h00m00s | memory:rss checkpoint=after_lower bytes=2686976
c 00h00m00s | stage:post_lower:start
c 00h00m00s | stage:post_lower:done ms=0 rounds=0 tightened=0 removed_cls=124 removed_lits=96 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=0 loop_ms=0 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h00m00s | memory:rss checkpoint=after_post_lower bytes=2957312
c 00h00m00s | stage:lowered-shape int_vars=38 bool_vars=560 linear_atoms=515 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=1231
c 00h00m00s | stage:root-lp:start backend=native-simplex
c 00h00m00s | stage:root-lp:bound backend=native-simplex status=optimal objective_value=1690 naive_bounds=[1690,110250] lp_bounds=[1690,110250] improved=0 rows=40 vars=609 ms=25
c 00h00m00s | memory:rss checkpoint=before_preencode bytes=4890624
c 00h00m00s | stage:preencode(order-ge):start
c 00h00m00s | stage:preencode(order-ge):done ms=2 int_vars=158
c 00h00m00s | memory:rss checkpoint=after_preencode bytes=4890624
c 00h00m00s | memory:guard limit_bytes=68719476736 rss_bytes=4890624 reserve_bytes=10737418240 available_bytes=57977167872 fallback=extprop
c 00h00m00s | memory:rss checkpoint=before_encode bytes=4890624
c 00h00m00s | stage:encode(order-ge):start
c 00h00m00s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=1000000 bytes=65167360 interval_clauses=1000000
c 00h00m00s | memory:rss checkpoint=encode_clause_sample stage=order-ge clauses=2000000 bytes=123158528 interval_clauses=1000000
c 00h00m00s | stage:encode(order-ge):done ms=808 sat_vars=23140 sat_clauses=2259840 ext_ge_specs=0 relaxed_circuits=0
c 00h00m00s | stage:sat:init solver=CaDiCaL vars=23140 clauses=2259840
c 00h00m00s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=- cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h00m11s | stage:sat:solve:done round=1 ms=10992 result=Sat assumptions=0 phase_lits=0
c 00h00m11s | stage:decode:start round=1 requested_int_ids=38
c 00h00m11s | stage:decode:final:start round=1 requested_int_ids=38
c 00h00m11s | stage:decode:done round=1 int_assignments=38
c 00h00m11s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cumulative_cegar_failures=0 cumulative_cegar_rounds=0 cumulative_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=1 cop_cegar_added_clauses=0
c 00h00m11s | result:Sat
c 00h00m11s | objective:incumbent kind=initial value=85318 rounds=1 improvements=0
o 85318
c 00h00m11s | stage:sat:init solver=CaDiCaL vars=23140 clauses=2259840
c 00h00m11s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cumulative_cegar_rounds=- cop_cegar_rounds=2 assumptions=0 phase_lits=1126
c 00h00m17s | stage:sat:solve:done round=1 ms=5729 result=Sat assumptions=0 phase_lits=1126
c 00h00m17s | stage:decode:start round=1 requested_int_ids=38
s SATISFIABLE
o 85318
v <instantiation>
v   <list> p[0] p[1] p[2] p[3] p[4] p[5] p[6] p[7] p[8] p[9] p[10] p[11] p[12] p[13] p[14] p[15] p[16] p[17] p[18] p[19] p[20] p[21] p[22] p[23] p[24] p[25] p[26] p[27] w[0] w[1] w[2] w[3] w[4] w[5] w[6] w[7] w[8] w[9] </list>
v   <values> 0 1 6 5 2 6 5 2 5 6 2 1 0 1 4 9 3 8 7 7 4 8 8 7 3 9 9 3 76 77 85 88 91 91 96 104 105 105 </values>
v </instantiation>
d OBJECTIVE_VALUE 85318
d OPTIMAL 0
d OBJECTIVE_ROUNDS 1
d OBJECTIVE_IMPROVEMENTS 0
d COP_INCUMBENT_ELAPSED_MS 11841
d SOLVE_ELAPSED_MS 1799941
d CURRENT_STAGE relaxation
d CURRENT_STAGE_ELAPSED_MS 1782367
d LAST_COMPLETED_STAGE decode
d STAGE_PROPAGATE_STATUS done
d STAGE_NORMALIZE_STATUS done
d STAGE_LOWER_STATUS done
d STAGE_POST_LOWER_STATUS done
d STAGE_PREENCODE_STATUS done
d STAGE_ENCODE_STATUS done
d STAGE_SAT_STATUS done
d STAGE_DECODE_STATUS done
d STAGE_RELAXATION_STATUS running
d STAGE_DUMP_CNF_STATUS pending
d SOURCE_CONSTRAINTS 209
d NORMALIZED_CONSTRAINTS 209
d LOWERED_CONSTRAINTS 209
d UNSUPPORTED_CONSTRAINTS 0
d SAT_VARS 23140
d SAT_CLAUSES_BASE 2259840
d SAT_CLAUSES_FINAL 2259840
d SAT_CLAUSES_CEGAR_DELTA 0
d MEMORY_RSS_BYTES 123158528
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 1875968
d MEMORY_RSS_AFTER_LOWER_BYTES 2686976
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 2957312
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 4890624
d MEMORY_RSS_AFTER_PREENCODE_BYTES 4890624
d MEMORY_RSS_BEFORE_ENCODE_BYTES 4890624
d MEMORY_RSS_ENCODE_SAMPLE_INTERVAL_CLAUSES 1000000
d MEMORY_RSS_ENCODE_SAMPLE_COUNT 2
d MEMORY_RSS_ENCODE_LAST_SAMPLE_CLAUSE 2000000
d MEMORY_RSS_ENCODE_LAST_SAMPLE_BYTES 123158528
d MEMORY_RSS_ENCODE_MAX_SAMPLE_BYTES 123158528
d MEMORY_GUARD_LIMIT_BYTES 68719476736
d MEMORY_GUARD_RESERVE_BYTES 10737418240
d MEMORY_GUARD_AVAILABLE_BYTES 57977167872
d MEMORY_GUARD_DECISION rss-monitor
d MEMORY_GUARD_REASON rss_available
d SAT_CONFLICTS 20315
d LINEAR_INT_EQ_ARITY_STATS {"1":{"count":280,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"}}
d LINEAR_INT_NE_ARITY_STATS {"2":{"count":196,"max_domain_product_excluding_one_var":"8","p95_domain_product_excluding_one_var":"8"}}
d LINEAR_INT_GE_ARITY_STATS {"2":{"count":9,"max_domain_product_excluding_one_var":"93","p95_domain_product_excluding_one_var":"93"}}
d LINEAR_BOOL_MIXED_ARITY_STATS {"28":{"count":20,"max_domain_product_excluding_one_var":"134217728","p95_domain_product_excluding_one_var":"134217728"},"29":{"count":10,"max_domain_product_excluding_one_var":"268435456","p95_domain_product_excluding_one_var":"268435456"}}
d ROOT_LP_ENTERED 1
d ROOT_LP_STATUS optimal
d OBJECTIVE_NAIVE_LOWER 1690
d OBJECTIVE_NAIVE_UPPER 110250
d OBJECTIVE_LP_LOWER 1690
d OBJECTIVE_LP_UPPER 110250
d ROOT_LP_IMPROVED 0
d ROOT_LP_MS 25
d ROOT_LP_ROWS 40
d ROOT_LP_VARS 609
d ROOT_LP_STRUCTURED_OBJECTIVE_TERMS 0
d ROOT_LP_STRUCTURED_OBJECTIVE_AUX_VARS 0
d ROOT_LP_STRUCTURED_OBJECTIVE_ROWS 0
d ROOT_LP_NATIVE_GATE_GE_TOTAL 9
d ROOT_LP_NATIVE_GATE_EQ_TOTAL 280
d ROOT_LP_NATIVE_GATE_GE_MAX_ARITY 2
d ROOT_LP_NATIVE_GATE_GE_MAX_DOMAIN_PRODUCT 93
d ROOT_LP_NATIVE_GATE_BOOL_MIXED_MAX_ARITY 29
d ROOT_LP_OBJECTIVE_VALUE 1690
d PROPAGATE_PRUNED_VALUES 46
d PROPAGATE_CHANGED_DOMAINS 16
d PROPAGATE_ENTAILED_TABLES 0
d POST_LOWER_ROUNDS 0
d POST_LOWER_TIGHTENED_DOMAINS 0
d POST_LOWER_REMOVED_CLAUSES 124
d POST_LOWER_REMOVED_LITS 96
d POST_LOWER_DETECTED_UNSAT 0
d PREENCODE_INT_VARS 158
d ENCODE_EXTERNAL_GE_SPECS 0
d ENCODE_RELAXED_CIRCUITS 0
d MEMORY_RSS_BYTES 123158528
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 1875968
d MEMORY_RSS_AFTER_LOWER_BYTES 2686976
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 2957312
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 4890624
d MEMORY_RSS_AFTER_PREENCODE_BYTES 4890624
d MEMORY_RSS_BEFORE_ENCODE_BYTES 4890624
