c cmd: /host-parser-bin/kat_xcsp_1173b3f4_scip_extge_eager_dynwatch /bench/competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-0_c24.xml.lzma --encoder order-ge --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --cop-objective-ext-ge --cop-objective-ext-ge-eager --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=488
c 00h00m00s | stage:propagate:start
c 00h00m01s | stage:propagate:done ms=923 pruned=120380 changed_domains=18 entailed_tables=0
c 00h00m01s | stage:normalize:start
c 00h00m01s | stage:normalize:done ms=0 high_constraints=488
c 00h00m01s | stage:lower:start
c 00h01m13s | stage:lower:done ms=72421 lowered=488 unsupported=0
c 00h01m13s | stage:post_lower:start
c 00h01m18s | stage:post_lower:done ms=4702 rounds=0 tightened=0 removed_cls=6 removed_lits=0 unsat=false precise_hits=49 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=2468 loop_ms=2089 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=104 sat_ms=0 precise_ms=36
c 00h01m18s | stage:lowered-shape int_vars=450 bool_vars=343 linear_atoms=2890001 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=20164911
c 00h01m18s | stage:root-lp:start backend=scip-ffi
c 00h01m18s | stage:root-lp:bound backend=scip-ffi status=optimal objective_value=1 naive_bounds=[0,49] lp_bounds=[1,49] improved=1 rows=49 vars=793 ms=439
c 00h01m18s | stage:preencode(order-ge):start
c 00h01m55s | stage:preencode(order-ge):done ms=36855 int_vars=744
c 00h01m55s | stage:encode(order-ge):start
c 00h02m17s | stage:encode(order-ge):done ms=22403 sat_vars=8670183 sat_clauses=40347891 ext_ge_specs=0 relaxed_circuits=0
c 00h02m20s | stage:sat:init solver=CaDiCaL vars=8670183 clauses=40347891
c 00h02m20s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h02m28s | stage:sat:solve:done round=1 ms=8453 result=Unsat assumptions=0 phase_lits=0
c 00h02m28s | result:Unsat
s UNSATISFIABLE
d OPTIMAL 0
d SOURCE_CONSTRAINTS 488
d NORMALIZED_CONSTRAINTS 488
d LOWERED_CONSTRAINTS 488
d UNSUPPORTED_CONSTRAINTS 0
d CIRCUIT_CEGAR_FAILURES 0
d CIRCUIT_CEGAR_ROUNDS 0
d CIRCUIT_CEGAR_ADDED_CLAUSES 0
d COP_CEGAR_FAILURES 0
d COP_CEGAR_ROUNDS 1
d COP_CEGAR_ADDED_CLAUSES 0
d OBJECTIVE_ROUNDS 1
d OBJECTIVE_IMPROVEMENTS 0
d PROPAGATE_MS 923
d NORMALIZE_MS 0
d LOWER_MS 72421
d POST_LOWER_MS 4702
d PREENCODE_MS 36855
d ENCODE_MS 22403
d SAT_SOLVE_MS 8453
d TOTAL_MS 148749
d SAT_VARS 8670183
d SAT_CLAUSES_BASE 40347891
d SAT_CLAUSES_FINAL 40347891
d SAT_CLAUSES_CEGAR_DELTA 0
d SAT_CONFLICTS 190
d LINEAR_INT_EQ_ARITY_STATS {"1":{"count":8836,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"},"2":{"count":49,"max_domain_product_excluding_one_var":"60012","p95_domain_product_excluding_one_var":"60012"}}
d LINEAR_INT_NE_ARITY_STATS {"1":{"count":2880626,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"},"2":{"count":343,"max_domain_product_excluding_one_var":"26","p95_domain_product_excluding_one_var":"26"}}
d LINEAR_INT_GE_ARITY_STATS {"1":{"count":98,"max_domain_product_excluding_one_var":"1","p95_domain_product_excluding_one_var":"1"}}
d LINEAR_BOOL_MIXED_ARITY_STATS {"8":{"count":49,"max_domain_product_excluding_one_var":"128","p95_domain_product_excluding_one_var":"128"}}
d ROOT_LP_ENTERED 1
d ROOT_LP_STATUS optimal
d OBJECTIVE_NAIVE_LOWER 0
d OBJECTIVE_NAIVE_UPPER 49
d OBJECTIVE_LP_LOWER 1
d OBJECTIVE_LP_UPPER 49
d ROOT_LP_IMPROVED 1
d ROOT_LP_MS 439
d ROOT_LP_ROWS 49
d ROOT_LP_VARS 793
d ROOT_LP_STRUCTURED_OBJECTIVE_TERMS 0
d ROOT_LP_STRUCTURED_OBJECTIVE_AUX_VARS 0
d ROOT_LP_STRUCTURED_OBJECTIVE_ROWS 0
d ROOT_LP_NATIVE_GATE_GE_TOTAL 98
d ROOT_LP_NATIVE_GATE_EQ_TOTAL 8885
d ROOT_LP_NATIVE_GATE_GE_MAX_ARITY 1
d ROOT_LP_NATIVE_GATE_GE_MAX_DOMAIN_PRODUCT 1
d ROOT_LP_NATIVE_GATE_BOOL_MIXED_MAX_ARITY 8
d ROOT_LP_OBJECTIVE_VALUE 1
d PROPAGATE_PRUNED_VALUES 120380
d PROPAGATE_CHANGED_DOMAINS 18
d PROPAGATE_ENTAILED_TABLES 0
d POST_LOWER_ROUNDS 0
d POST_LOWER_TIGHTENED_DOMAINS 0
d POST_LOWER_REMOVED_CLAUSES 6
d POST_LOWER_REMOVED_LITS 0
d POST_LOWER_DETECTED_UNSAT 0
d PREENCODE_INT_VARS 744
d ENCODE_EXTERNAL_GE_SPECS 0
d ENCODE_RELAXED_CIRCUITS 0
d CSV /bench/competition/2022-2025/COP22to25/WordGolf-7-ogd2008-50-0_c24.xml.lzma,unsat,488,488,488,0,8670183,40347891,148749,923,0,72421,36855,22403,8453,1,optimal,0,49,1,49,1,439,49,793,0,0,0,1,,
