c cmd: /host-parser-bin/kat_xcsp_b85de3f1_dirty_memguard64_directexpr_linkcost_20260521 /bench/competition/2022-2025/COP22to25/Benzenoide-07_c23.xml.lzma --encoder order-ge --cop-objective-cut direct-expr --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --order-ge-shorten-link-cost --no-root-lp-bound --progress --memory-guard-gib 64 --memory-guard-fallback extprop
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=237
c 00h00m00s | stage:propagate:start
c 00h00m05s | stage:propagate:done ms=5687 pruned=6 changed_domains=1 entailed_tables=0
c 00h00m05s | memory:rss checkpoint=after_propagate bytes=129720320
c 00h00m05s | stage:normalize:start
c 00h00m05s | stage:normalize:done ms=0 high_constraints=237
c 00h00m05s | stage:lower:start
c 00h00m05s | stage:lower:done ms=71 lowered=237 unsupported=0
c 00h00m05s | memory:rss checkpoint=after_lower bytes=130289664
c 00h00m05s | stage:post_lower:start
c 00h00m05s | stage:post_lower:done ms=1 rounds=6 tightened=6 removed_cls=6 removed_lits=0 unsat=false precise_hits=0 precise_rounds=1 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=0 loop_ms=0 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h00m05s | memory:rss checkpoint=after_post_lower bytes=130535424
c 00h00m05s | stage:lowered-shape int_vars=1106 bool_vars=1502 linear_atoms=4782 table_atoms=218 table_tuples=10670122 table_scope=1575 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=5532
c 00h00m05s | stage:root-lp:skip reason=disabled_by_option ms=0
c 00h00m05s | memory:rss checkpoint=before_preencode bytes=130535424
c 00h00m05s | stage:preencode(order-ge):start
c 00h00m05s | stage:preencode(order-ge):done ms=8 int_vars=1478
c 00h00m05s | memory:rss checkpoint=after_preencode bytes=130772992
c 00h00m05s | memory:guard limit_bytes=68719476736 rss_bytes=130772992 reserve_bytes=10737418240 available_bytes=57851285504 fallback=extprop
c 00h00m06s | stage:encode(order-ge-early-extprop-probe):done ms=799 estimated_total_clauses=89534
c 00h00m06s | memory:rss checkpoint=before_encode bytes=139452416
c 00h00m06s | stage:encode(order-ge):start
c 00h00m07s | stage:encode(order-ge):done ms=722 sat_vars=20419 sat_clauses=89534 ext_ge_specs=0 relaxed_circuits=0
c 00h00m07s | stage:sat:init solver=CaDiCaL vars=20419 clauses=89534
c 00h00m07s | stage:sat:solve:start assumptions=0 phase_lits=0
c 00h00m07s | stage:sat:solve:done ms=130 result=Sat assumptions=0 phase_lits=0
c 00h00m07s | stage:decode:start
c 00h00m07s | stage:decode:done int_assignments=338
c 00h00m07s | result:Sat
c 00h00m07s | objective:incumbent kind=initial value=340 rounds=1 improvements=0
o 340
c 00h00m07s | stage:sat:init solver=CaDiCaL vars=20420 clauses=89534
c 00h00m07s | stage:sat:solve:start assumptions=1 phase_lits=1346
c 00h00m07s | stage:sat:solve:done ms=13 result=Sat assumptions=1 phase_lits=1346
c 00h00m07s | stage:decode:start
c 00h00m07s | stage:decode:done int_assignments=338
c 00h00m07s | result:Sat
c 00h00m07s | objective:incumbent kind=improvement value=327 rounds=2 improvements=1
o 327
c 00h00m07s | stage:sat:init solver=CaDiCaL vars=20421 clauses=89535
c 00h00m07s | stage:sat:solve:start assumptions=1 phase_lits=1346
c 00h00m07s | stage:sat:solve:done ms=351 result=Sat assumptions=1 phase_lits=1346
c 00h00m07s | stage:decode:start
c 00h00m07s | stage:decode:done int_assignments=338
c 00h00m07s | result:Sat
c 00h00m07s | objective:incumbent kind=improvement value=100 rounds=3 improvements=2
o 100
c 00h00m07s | stage:sat:init solver=CaDiCaL vars=20422 clauses=89536
c 00h00m07s | stage:sat:solve:start assumptions=1 phase_lits=1346
c 00h00m10s | stage:sat:solve:done ms=2648 result=Sat assumptions=1 phase_lits=1346
c 00h00m10s | stage:decode:start
c 00h00m10s | stage:decode:done int_assignments=338
c 00h00m10s | result:Sat
c 00h00m10s | objective:incumbent kind=improvement value=87 rounds=4 improvements=3
o 87
c 00h00m10s | stage:sat:init solver=CaDiCaL vars=20423 clauses=89537
c 00h00m10s | stage:sat:solve:start assumptions=1 phase_lits=1346
c 00h00m19s | stage:sat:solve:done ms=9150 result=Unsat assumptions=1 phase_lits=1346
c 00h00m19s | result:Unsat
s OPTIMUM FOUND
o 87
v <instantiation>
v   <list> x[0][0] x[0][1] x[0][2] x[0][3] x[0][4] x[0][5] x[0][6] x[0][7] x[0][8] x[0][9] x[0][10] x[0][11] x[0][12] x[1][0] x[1][1] x[1][2] x[1][3] x[1][4] x[1][5] x[1][6] x[1][7] x[1][8] x[1][9] x[1][10] x[1][11] x[1][12] x[2][0] x[2][1] x[2][2] x[2][3] x[2][4] x[2][5] x[2][6] x[2][7] x[2][8] x[2][9] x[2][10] x[2][11] x[2][12] x[3][0] x[3][1] x[3][2] x[3][3] x[3][4] x[3][5] x[3][6] x[3][7] x[3][8] x[3][9] x[3][10] x[3][11] x[3][12] x[4][0] x[4][1] x[4][2] x[4][3] x[4][4] x[4][5] x[4][6] x[4][7] x[4][8] x[4][9] x[4][10] x[4][11] x[4][12] x[5][0] x[5][1] x[5][2] x[5][3] x[5][4] x[5][5] x[5][6] x[5][7] x[5][8] x[5][9] x[5][10] x[5][11] x[5][12] x[6][0] x[6][1] x[6][2] x[6][3] x[6][4] x[6][5] x[6][6] x[6][7] x[6][8] x[6][9] x[6][10] x[6][11] x[6][12] x[7][0] x[7][1] x[7][2] x[7][3] x[7][4] x[7][5] x[7][6] x[7][7] x[7][8] x[7][9] x[7][10] x[7][11] x[7][12] x[8][0] x[8][1] x[8][2] x[8][3] x[8][4] x[8][5] x[8][6] x[8][7] x[8][8] x[8][9] x[8][10] x[8][11] x[8][12] x[9][0] x[9][1] x[9][2] x[9][3] x[9][4] x[9][5] x[9][6] x[9][7] x[9][8] x[9][9] x[9][10] x[9][11] x[9][12] x[10][0] x[10][1] x[10][2] x[10][3] x[10][4] x[10][5] x[10][6] x[10][7] x[10][8] x[10][9] x[10][10] x[10][11] x[10][12] x[11][0] x[11][1] x[11][2] x[11][3] x[11][4] x[11][5] x[11][6] x[11][7] x[11][8] x[11][9] x[11][10] x[11][11] x[11][12] x[12][0] x[12][1] x[12][2] x[12][3] x[12][4] x[12][5] x[12][6] x[12][7] x[12][8] x[12][9] x[12][10] x[12][11] x[12][12] y[0][0] y[0][1] y[0][2] y[0][3] y[0][4] y[0][5] y[0][6] y[0][7] y[0][8] y[0][9] y[0][10] y[0][11] y[0][12] y[1][0] y[1][1] y[1][2] y[1][3] y[1][4] y[1][5] y[1][6] y[1][7] y[1][8] y[1][9] y[1][10] y[1][11] y[1][12] y[2][0] y[2][1] y[2][2] y[2][3] y[2][4] y[2][5] y[2][6] y[2][7] y[2][8] y[2][9] y[2][10] y[2][11] y[2][12] y[3][0] y[3][1] y[3][2] y[3][3] y[3][4] y[3][5] y[3][6] y[3][7] y[3][8] y[3][9] y[3][10] y[3][11] y[3][12] y[4][0] y[4][1] y[4][2] y[4][3] y[4][4] y[4][5] y[4][6] y[4][7] y[4][8] y[4][9] y[4][10] y[4][11] y[4][12] y[5][0] y[5][1] y[5][2] y[5][3] y[5][4] y[5][5] y[5][6] y[5][7] y[5][8] y[5][9] y[5][10] y[5][11] y[5][12] y[6][0] y[6][1] y[6][2] y[6][3] y[6][4] y[6][5] y[6][6] y[6][7] y[6][8] y[6][9] y[6][10] y[6][11] y[6][12] y[7][0] y[7][1] y[7][2] y[7][3] y[7][4] y[7][5] y[7][6] y[7][7] y[7][8] y[7][9] y[7][10] y[7][11] y[7][12] y[8][0] y[8][1] y[8][2] y[8][3] y[8][4] y[8][5] y[8][6] y[8][7] y[8][8] y[8][9] y[8][10] y[8][11] y[8][12] y[9][0] y[9][1] y[9][2] y[9][3] y[9][4] y[9][5] y[9][6] y[9][7] y[9][8] y[9][9] y[9][10] y[9][11] y[9][12] y[10][0] y[10][1] y[10][2] y[10][3] y[10][4] y[10][5] y[10][6] y[10][7] y[10][8] y[10][9] y[10][10] y[10][11] y[10][12] y[11][0] y[11][1] y[11][2] y[11][3] y[11][4] y[11][5] y[11][6] y[11][7] y[11][8] y[11][9] y[11][10] y[11][11] y[11][12] y[12][0] y[12][1] y[12][2] y[12][3] y[12][4] y[12][5] y[12][6] y[12][7] y[12][8] y[12][9] y[12][10] y[12][11] y[12][12] </list>
v   <values> 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 7 7 7 7 7 7 0 0 0 0 0 0 0 0 7 7 7 7 7 0 0 0 0 0 0 0 0 0 7 7 7 7 0 0 0 0 0 0 0 0 0 0 7 7 7 0 0 0 0 1 0 0 0 0 0 0 7 7 0 0 0 0 0 2 0 0 0 0 0 0 7 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 7 0 0 0 0 0 5 0 0 0 0 0 7 7 0 0 0 0 0 0 0 0 0 0 7 7 7 0 0 0 0 0 0 0 0 0 7 7 7 7 0 0 0 0 0 0 0 0 7 7 7 7 7 0 0 0 0 0 0 0 7 7 7 7 7 7 </values>
v </instantiation>
d OBJECTIVE_VALUE 87
d OPTIMAL 1
d SOURCE_CONSTRAINTS 237
d NORMALIZED_CONSTRAINTS 237
d LOWERED_CONSTRAINTS 237
