c cmd: /host-parser-bin/kat_xcsp_1173b3f4_scip_extge_eager_dynwatch /bench/competition/2022-2025/COP22to25/Wordpress-08-20-500_c24.xml.lzma --encoder order-ge --order-ge-table mdd-tl --order-ge-eq-ne direct-order --order-ge-direct-eq-ne-max-arity 2 --cop-objective-ext-ge --cop-objective-ext-ge-eager --progress
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=375
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=4 pruned=20311440 changed_domains=100 entailed_tables=0
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=375
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:done ms=144 lowered=375 unsupported=0
c 00h00m00s | stage:post_lower:start
c 00h00m00s | stage:post_lower:done ms=9 rounds=0 tightened=2 removed_cls=0 removed_lits=40 unsat=false precise_hits=284 precise_rounds=2 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=3 loop_ms=4 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h00m00s | stage:lowered-shape int_vars=246 bool_vars=22 linear_atoms=20316 table_atoms=0 table_tuples=0 table_scope=0 alldiff_atoms=0 circuit_atoms=0 product_atoms=0 logical_clauses=40437
c 00h00m00s | stage:root-lp:start backend=scip-ffi
c 00h00m00s | stage:root-lp:bound backend=scip-ffi status=optimal objective_value=0 naive_bounds=[0,320000] lp_bounds=[0,320000] improved=0 rows=356 vars=268 ms=15
c 00h00m00s | stage:preencode(order-ge):start
c 00h00m00s | stage:preencode(order-ge):done ms=102 int_vars=582
c 00h00m00s | stage:encode(order-ge):start
c 00h00m10s | stage:encode(order-ge):done ms=9964 sat_vars=20116590 sat_clauses=20245934 ext_ge_specs=0 relaxed_circuits=0
c 00h00m10s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h00m10s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=1 assumptions=0 phase_lits=0
c 00h00m15s | stage:sat:solve:done round=1 ms=5597 result=Sat assumptions=0 phase_lits=0
c 00h00m15s | stage:decode:start round=1 requested_int_ids=246
c 00h00m16s | stage:decode:final:start round=1 requested_int_ids=246
c 00h00m16s | stage:decode:done round=1 int_assignments=246
c 00h00m16s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=1 cop_cegar_added_clauses=0
c 00h00m16s | result:Sat
c 00h00m16s | objective:incumbent kind=initial value=40766 rounds=1 improvements=0
o 40766
c 00h00m16s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h00m16s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=2 assumptions=0 phase_lits=20180
c 00h00m37s | stage:sat:solve:done round=1 ms=20523 result=Sat assumptions=0 phase_lits=20180
c 00h00m37s | stage:decode:start round=1 requested_int_ids=246
c 00h00m37s | stage:decode:final:start round=1 requested_int_ids=246
c 00h00m37s | stage:decode:done round=1 int_assignments=246
c 00h00m37s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=2 cop_cegar_added_clauses=0
c 00h00m37s | result:Sat
c 00h00m37s | objective:incumbent kind=improvement value=39032 rounds=2 improvements=1
o 39032
c 00h00m37s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h00m37s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=3 assumptions=0 phase_lits=20180
c 00h00m57s | stage:sat:solve:done round=1 ms=20616 result=Sat assumptions=0 phase_lits=20180
c 00h00m57s | stage:decode:start round=1 requested_int_ids=246
c 00h00m57s | stage:decode:final:start round=1 requested_int_ids=246
c 00h00m57s | stage:decode:done round=1 int_assignments=246
c 00h00m57s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=3 cop_cegar_added_clauses=0
c 00h00m57s | result:Sat
c 00h00m57s | objective:incumbent kind=improvement value=33845 rounds=3 improvements=2
o 33845
c 00h00m57s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h00m57s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=4 assumptions=0 phase_lits=20180
c 00h01m18s | stage:sat:solve:done round=1 ms=20784 result=Sat assumptions=0 phase_lits=20180
c 00h01m18s | stage:decode:start round=1 requested_int_ids=246
c 00h01m18s | stage:decode:final:start round=1 requested_int_ids=246
c 00h01m18s | stage:decode:done round=1 int_assignments=246
c 00h01m18s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=4 cop_cegar_added_clauses=0
c 00h01m18s | result:Sat
c 00h01m18s | objective:incumbent kind=improvement value=33693 rounds=4 improvements=3
o 33693
c 00h01m18s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h01m18s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=5 assumptions=0 phase_lits=20180
c 00h01m39s | stage:sat:solve:done round=1 ms=20812 result=Sat assumptions=0 phase_lits=20180
c 00h01m39s | stage:decode:start round=1 requested_int_ids=246
c 00h01m39s | stage:decode:final:start round=1 requested_int_ids=246
c 00h01m39s | stage:decode:done round=1 int_assignments=246
c 00h01m39s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=5 cop_cegar_added_clauses=0
c 00h01m39s | result:Sat
c 00h01m39s | objective:incumbent kind=improvement value=33095 rounds=5 improvements=4
o 33095
c 00h01m39s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h01m39s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=6 assumptions=0 phase_lits=20180
c 00h01m59s | stage:sat:solve:done round=1 ms=20613 result=Sat assumptions=0 phase_lits=20180
c 00h01m59s | stage:decode:start round=1 requested_int_ids=246
c 00h01m59s | stage:decode:final:start round=1 requested_int_ids=246
c 00h01m59s | stage:decode:done round=1 int_assignments=246
c 00h01m59s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=6 cop_cegar_added_clauses=0
c 00h01m59s | result:Sat
c 00h01m59s | objective:incumbent kind=improvement value=33013 rounds=6 improvements=5
o 33013
c 00h01m59s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h01m59s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=7 assumptions=0 phase_lits=20180
c 00h02m20s | stage:sat:solve:done round=1 ms=20817 result=Sat assumptions=0 phase_lits=20180
c 00h02m20s | stage:decode:start round=1 requested_int_ids=246
c 00h02m20s | stage:decode:final:start round=1 requested_int_ids=246
c 00h02m20s | stage:decode:done round=1 int_assignments=246
c 00h02m20s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=7 cop_cegar_added_clauses=0
c 00h02m20s | result:Sat
c 00h02m20s | objective:incumbent kind=improvement value=32913 rounds=7 improvements=6
o 32913
c 00h02m20s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h02m20s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=8 assumptions=0 phase_lits=20180
c 00h02m41s | stage:sat:solve:done round=1 ms=20945 result=Sat assumptions=0 phase_lits=20180
c 00h02m41s | stage:decode:start round=1 requested_int_ids=246
c 00h02m41s | stage:decode:final:start round=1 requested_int_ids=246
c 00h02m41s | stage:decode:done round=1 int_assignments=246
c 00h02m41s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=8 cop_cegar_added_clauses=0
c 00h02m41s | result:Sat
c 00h02m41s | objective:incumbent kind=improvement value=32717 rounds=8 improvements=7
o 32717
c 00h02m41s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h02m41s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=9 assumptions=0 phase_lits=20180
c 00h03m02s | stage:sat:solve:done round=1 ms=20690 result=Sat assumptions=0 phase_lits=20180
c 00h03m02s | stage:decode:start round=1 requested_int_ids=246
c 00h03m02s | stage:decode:final:start round=1 requested_int_ids=246
c 00h03m02s | stage:decode:done round=1 int_assignments=246
c 00h03m02s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=9 cop_cegar_added_clauses=0
c 00h03m02s | result:Sat
c 00h03m02s | objective:incumbent kind=improvement value=32707 rounds=9 improvements=8
o 32707
c 00h03m02s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h03m02s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=10 assumptions=0 phase_lits=20180
c 00h03m23s | stage:sat:solve:done round=1 ms=20883 result=Sat assumptions=0 phase_lits=20180
c 00h03m23s | stage:decode:start round=1 requested_int_ids=246
c 00h03m23s | stage:decode:final:start round=1 requested_int_ids=246
c 00h03m23s | stage:decode:done round=1 int_assignments=246
c 00h03m23s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=10 cop_cegar_added_clauses=0
c 00h03m23s | result:Sat
c 00h03m23s | objective:incumbent kind=improvement value=32706 rounds=10 improvements=9
o 32706
c 00h03m23s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h03m23s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=11 assumptions=0 phase_lits=20180
c 00h03m43s | stage:sat:solve:done round=1 ms=20792 result=Sat assumptions=0 phase_lits=20180
c 00h03m43s | stage:decode:start round=1 requested_int_ids=246
c 00h03m43s | stage:decode:final:start round=1 requested_int_ids=246
c 00h03m43s | stage:decode:done round=1 int_assignments=246
c 00h03m43s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=11 cop_cegar_added_clauses=0
c 00h03m43s | result:Sat
c 00h03m43s | objective:incumbent kind=improvement value=32696 rounds=11 improvements=10
o 32696
c 00h03m43s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h03m43s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=12 assumptions=0 phase_lits=20180
c 00h04m04s | stage:sat:solve:done round=1 ms=20859 result=Sat assumptions=0 phase_lits=20180
c 00h04m04s | stage:decode:start round=1 requested_int_ids=246
c 00h04m04s | stage:decode:final:start round=1 requested_int_ids=246
c 00h04m04s | stage:decode:done round=1 int_assignments=246
c 00h04m04s | stage:relaxation:done clauses_added=0 circuit_cegar_failures=0 circuit_cegar_rounds=0 circuit_cegar_added_clauses=0 cop_cegar_failures=0 cop_cegar_rounds=12 cop_cegar_added_clauses=0
c 00h04m04s | result:Sat
c 00h04m04s | objective:incumbent kind=improvement value=32678 rounds=12 improvements=11
o 32678
c 00h04m04s | stage:sat:init solver=CaDiCaL vars=20116590 clauses=20245934
c 00h04m04s | stage:sat:solve:start round=1 circuit_cegar_rounds=- cop_cegar_rounds=13 assumptions=0 phase_lits=20180
