c cmd: /host-parser-bin/kat_xcsp_40f9aa91ad76_csp800_20260526 /bench/competition/2022-2025/CSP22to25/HyperSudoku-08_c24.xml.lzma --eq-ne-encoding direct --direct-eq-ne-max-arity 2 --table-encoding mdd-tl --progress --encoder log-scop --log-scop-linear-pb-backend auto --log-scop-bdd-decomposition auto --log-scop-aggregate-weighted-lits
c version: kat-cli=0.1.0 git=40f9aa91ad76-clean
c run_start_local: 2026-05-27 02:38:18 +0900
c 00h00m00s | solve:start
c 00h00m00s | input: constraints=114
c 00h00m00s | stage:propagate:start
c 00h00m00s | stage:propagate:done ms=36 pruned=0 changed_domains=0 entailed_tables=0
c 00h00m00s | memory:rss checkpoint=after_propagate bytes=6942720
c 00h00m00s | stage:normalize:start
c 00h00m00s | stage:normalize:done ms=0 high_constraints=114
c 00h00m00s | stage:lower:start
c 00h00m00s | stage:lower:progress percent=10 processed=12 total=114 lowered=12 unsupported=0 ms=11
c 00h00m00s | stage:lower:progress percent=20 processed=23 total=114 lowered=23 unsupported=0 ms=12
c 00h00m00s | stage:lower:progress percent=30 processed=35 total=114 lowered=35 unsupported=0 ms=13
c 00h00m00s | stage:lower:progress percent=40 processed=46 total=114 lowered=46 unsupported=0 ms=14
c 00h00m00s | stage:lower:progress percent=50 processed=57 total=114 lowered=57 unsupported=0 ms=15
c 00h00m00s | stage:lower:progress percent=60 processed=69 total=114 lowered=69 unsupported=0 ms=15
c 00h00m00s | stage:lower:progress percent=70 processed=80 total=114 lowered=80 unsupported=0 ms=16
c 00h00m00s | stage:lower:progress percent=80 processed=92 total=114 lowered=92 unsupported=0 ms=17
c 00h00m00s | stage:lower:progress percent=90 processed=103 total=114 lowered=103 unsupported=0 ms=18
c 00h00m00s | stage:lower:progress percent=100 processed=114 total=114 lowered=114 unsupported=0 ms=19
c 00h00m00s | stage:lower:done ms=20 lowered=114 unsupported=0
c 00h00m00s | memory:rss checkpoint=after_lower bytes=7213056
c 00h00m00s | stage:post_lower:start
c 00h00m00s | stage:post_lower:done ms=0 rounds=0 tightened=0 removed_cls=0 removed_lits=0 unsat=false precise_hits=0 precise_rounds=0 pivot_recomputes=0 pivot_exact_attempts=0 pivot_general_attempts=0 pivot_general_rest_missing=0 pivot_general_bound_missing=0 pivot_general_no_change=0 pivot_general_tightened=0 setup_ms=0 loop_ms=0 pivot_ms=0 pivot_version_ms=0 pivot_exact_ms=0 pivot_general_ms=0 pivot_general_prepare_ms=0 pivot_general_rest_ms=0 pivot_general_derive_ms=0 apply_ms=0 sat_ms=0 precise_ms=0
c 00h00m00s | memory:rss checkpoint=after_post_lower bytes=7213056
c 00h00m00s | memory:rss checkpoint=before_preencode bytes=7483392
c 00h00m00s | stage:preencode(log-scop):start
c 00h00m00s | stage:preencode(log-scop):done ms=0 int_vars=4096
c 00h00m00s | memory:rss checkpoint=after_preencode bytes=7483392
c 00h00m00s | memory:rss checkpoint=before_encode bytes=7483392
c 00h00m00s | stage:encode(log-scop):start
c 00h00m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=1000000 bytes=157143040 interval_clauses=1000000
c 00h00m00s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=2000000 bytes=304328704 interval_clauses=1000000
c 00h00m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=3000000 bytes=518373376 interval_clauses=1000000
c 00h00m01s | memory:rss checkpoint=encode_clause_sample stage=log-scop clauses=4000000 bytes=630288384 interval_clauses=1000000
c 00h00m02s | stage:encode(log-scop):done ms=2267 sat_vars=1258432 sat_clauses=4750144 relaxed_circuits=0
c 00h00m02s | stage:sat:init solver=CaDiCaL vars=1258432 clauses=4750144
c 00h00m02s | stage:sat:solve:start assumptions=0 phase_lits=0
s UNKNOWN
d SOLVE_ELAPSED_MS 1800079
d CURRENT_STAGE sat
d CURRENT_STAGE_ELAPSED_MS 1797740
d LAST_COMPLETED_STAGE encode(log-scop)
d STAGE_PROPAGATE_STATUS done
d STAGE_NORMALIZE_STATUS done
d STAGE_LOWER_STATUS done
d STAGE_POST_LOWER_STATUS done
d STAGE_PREENCODE_STATUS done
d STAGE_ENCODE_STATUS done
d STAGE_SAT_STATUS running
d STAGE_DECODE_STATUS pending
d STAGE_RELAXATION_STATUS pending
d STAGE_DUMP_CNF_STATUS pending
d SOURCE_CONSTRAINTS 114
d NORMALIZED_CONSTRAINTS 114
d LOWERED_CONSTRAINTS 114
d UNSUPPORTED_CONSTRAINTS 0
d SAT_VARS 1258432
d SAT_CLAUSES_BASE 4750144
d SAT_CLAUSES_FINAL 4750144
d SAT_CLAUSES_CEGAR_DELTA 0
d MEMORY_RSS_BYTES 630288384
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 6942720
d MEMORY_RSS_AFTER_LOWER_BYTES 7213056
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 7213056
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 7483392
d MEMORY_RSS_AFTER_PREENCODE_BYTES 7483392
d MEMORY_RSS_BEFORE_ENCODE_BYTES 7483392
d MEMORY_RSS_ENCODE_SAMPLE_INTERVAL_CLAUSES 1000000
d MEMORY_RSS_ENCODE_SAMPLE_COUNT 4
d MEMORY_RSS_ENCODE_LAST_SAMPLE_CLAUSE 4000000
d MEMORY_RSS_ENCODE_LAST_SAMPLE_BYTES 630288384
d MEMORY_RSS_ENCODE_MAX_SAMPLE_BYTES 630288384
d LINEAR_INT_EQ_ARITY_STATS {}
d LINEAR_INT_NE_ARITY_STATS {}
d LINEAR_INT_GE_ARITY_STATS {}
d LINEAR_BOOL_MIXED_ARITY_STATS {}
d PROPAGATE_PRUNED_VALUES 0
d PROPAGATE_CHANGED_DOMAINS 0
d PROPAGATE_ENTAILED_TABLES 0
d POST_LOWER_ROUNDS 0
d POST_LOWER_TIGHTENED_DOMAINS 0
d POST_LOWER_REMOVED_CLAUSES 0
d POST_LOWER_REMOVED_LITS 0
d POST_LOWER_DETECTED_UNSAT 0
d PREENCODE_INT_VARS 4096
d ENCODE_RELAXED_CIRCUITS 0
d MEMORY_RSS_BYTES 630288384
d MEMORY_RSS_AFTER_PROPAGATE_BYTES 6942720
d MEMORY_RSS_AFTER_LOWER_BYTES 7213056
d MEMORY_RSS_AFTER_POST_LOWER_BYTES 7213056
d MEMORY_RSS_BEFORE_PREENCODE_BYTES 7483392
d MEMORY_RSS_AFTER_PREENCODE_BYTES 7483392
d MEMORY_RSS_BEFORE_ENCODE_BYTES 7483392
d MEMORY_RSS_ENCODE_SAMPLE_INTERVAL_CLAUSES 1000000
d MEMORY_RSS_ENCODE_SAMPLE_COUNT 4
d MEMORY_RSS_ENCODE_LAST_SAMPLE_CLAUSE 4000000
d MEMORY_RSS_ENCODE_LAST_SAMPLE_BYTES 630288384
d MEMORY_RSS_ENCODE_MAX_SAMPLE_BYTES 630288384
d CIRCUIT_CEGAR_FAILURES 0
d CIRCUIT_CEGAR_ROUNDS 0
d CIRCUIT_CEGAR_ADDED_CLAUSES 0
d CUMULATIVE_CEGAR_FAILURES 0
d CUMULATIVE_CEGAR_ROUNDS 0
d CUMULATIVE_CEGAR_ADDED_CLAUSES 0
d COP_CEGAR_FAILURES 0
d COP_CEGAR_ROUNDS 0
d COP_CEGAR_ADDED_CLAUSES 0
d CSV /bench/competition/2022-2025/CSP22to25/HyperSudoku-08_c24.xml.lzma,unknown,114,114,114,0,1258432,4750144,1800078,,,,,,,,,,,,,,,,,,,,,timeout_signal,terminated_by_signal
signal=15; emitted fallback csv row
